month,day,hour,energy
3,7,9,-1157
3,7,10,-1040
3,7,11,-1256
3,7,12,-1249
3,7,13,-1298
3,7,14,-1012
3,7,15,-907
3,7,16,-665
3,7,17,-263
3,7,18,985
3,7,19,983
3,7,20,1107
3,7,21,1230
3,7,22,1182
3,7,23,1367
3,7,24,1204
3,8,1,263
3,8,2,191
3,8,3,116
3,8,4,163
3,8,5,465
3,8,6,142
3,8,7,982
3,8,8,332
3,8,9,-272
3,8,10,-637
3,8,11,-727
3,8,12,-874
3,8,13,-922
3,8,14,-610
3,8,15,-280
3,8,16,-105
3,8,17,605
3,8,18,1591
3,8,19,1511
3,8,20,1599
3,8,21,1591
3,8,22,1317
3,8,23,451
3,8,24,483
3,9,1,456
3,9,2,371
3,9,3,416
3,9,4,430
3,9,5,626
3,9,6,838
3,9,7,1795
3,9,8,-43
3,9,9,-118
3,9,10,-381
3,9,11,-333
3,9,12,-545
3,9,13,-491
3,9,14,-354
3,9,15,-292
3,9,16,54
3,9,17,264
3,9,18,1705
3,9,19,1631
3,9,20,1691
3,9,21,1875
3,9,22,1490
3,9,23,406
3,9,24,1
3,10,1,328
3,10,2,336
3,10,3,452
3,10,4,442
3,10,5,265
3,10,6,455
3,10,7,1537
3,10,8,201
3,10,9,-872
3,10,10,-1051
3,10,11,-879
3,10,12,-1050
3,10,13,-568
3,10,14,-684
3,10,15,-1057
3,10,16,-801
3,10,17,-142
3,10,18,1564
3,10,19,1445
3,10,20,1504
3,10,21,1535
3,10,22,1428
3,10,23,311
3,10,24,1045
3,11,1,342
3,11,2,238
3,11,3,276
3,11,4,395
3,11,5,542
3,11,6,499
3,11,7,1394
3,11,8,-385
3,11,9,-1261
3,11,10,-1192
3,11,11,-979
3,11,12,-1337
3,11,13,-1543
3,11,14,-1587
3,11,15,-1396
3,11,16,-925
3,11,17,-694
3,11,18,1360
3,11,19,1880
3,11,20,1573
3,11,21,980
3,11,22,924
3,11,23,-78
3,11,24,380
3,12,1,132
3,12,2,157
3,12,3,-236
3,12,4,-113
3,12,5,317
3,12,6,406
3,12,7,252
3,12,8,-479
3,12,9,-1294
3,12,10,-1420
3,12,11,-1516
3,12,12,-1922
3,12,13,-2038
3,12,14,-1655
3,12,15,-1539
3,12,16,-1282
3,12,17,-928
3,12,18,-11
3,12,19,577
3,12,20,169
3,12,21,-209
3,12,22,-149
3,12,23,-586
3,12,24,-26
3,13,1,-164
3,13,3,-417
3,13,4,-365
3,13,5,-248
3,13,6,-141
3,13,7,-1118
3,13,8,-862
3,13,9,-1151
3,13,10,-1283
3,13,11,-1431
3,13,12,-1691
3,13,13,-1854
3,13,14,-1831
3,13,15,-1809
3,13,16,-1831
3,13,17,-1863
3,13,18,-844
3,13,19,-474
3,13,20,-79
3,13,21,-239
3,13,22,-975
3,13,23,-231
3,13,24,-452
3,14,1,-90
3,14,2,25
3,14,3,139
3,14,4,307
3,14,5,572
3,14,6,663
3,14,7,1450
3,14,8,1511
3,14,9,-90
3,14,10,-815
3,14,11,-596
3,14,12,-622
3,14,13,-521
3,14,14,-621
3,14,15,-614
3,14,16,-768
3,14,17,-437
3,14,18,137
3,14,19,1687
3,14,20,1967
3,14,21,2009
3,14,22,1384
3,14,23,242
3,14,24,851
3,15,1,-19
3,15,2,-241
3,15,3,-162
3,15,4,-32
3,15,5,-231
3,15,6,-394
3,15,7,978
3,15,8,953
3,15,9,-553
3,15,10,-966
3,15,11,-848
3,15,12,-1067
3,15,13,-1297
3,15,14,-1384
3,15,15,-1361
3,15,16,-1276
3,15,17,-534
3,15,18,-371
3,15,19,557
3,15,20,1124
3,15,21,611
3,15,22,537
3,15,23,-711
3,15,24,-468
3,16,1,-68
3,16,2,32
3,16,3,12
3,16,4,5
3,16,5,-35
3,16,6,-547
3,16,7,782
3,16,8,886
3,16,9,-339
3,16,10,-640
3,16,11,-581
3,16,12,-738
3,16,13,-891
3,16,14,-938
3,16,15,-921
3,16,16,-1050
3,16,17,-961
3,16,18,-608
3,16,19,642
3,16,20,1292
3,16,21,1118
3,16,22,1033
3,16,23,127
3,16,24,29
3,17,1,278
3,17,2,367
3,17,3,416
3,17,4,380
3,17,5,539
3,17,6,992
3,17,7,1939
3,17,8,1941
3,17,9,-146
3,17,10,-420
3,17,11,-125
3,17,12,-342
3,17,13,-274
3,17,14,-140
3,17,15,-364
3,17,16,-428
3,17,17,-410
3,17,18,-31
3,17,19,997
3,17,20,629
3,17,21,1097
3,17,22,965
3,17,23,234
3,17,24,321
3,18,1,-167
3,18,2,42
3,18,3,-104
3,18,4,-91
3,18,5,-399
3,18,6,-150
3,18,7,1303
3,18,8,1197
3,18,9,-670
3,18,10,-505
3,18,11,-513
3,18,12,-613
3,18,13,-556
3,18,14,-550
3,18,15,-470
3,18,16,-351
3,18,17,-97
3,18,18,306
3,18,19,1120
3,18,20,1352
3,18,21,1333
3,18,22,1211
3,18,23,200
3,18,24,87
3,19,1,499
3,19,2,27
3,19,3,54
3,19,4,156
3,19,5,92
3,19,6,606
3,19,7,1079
3,19,8,1035
3,19,9,27
3,19,10,-113
3,19,11,-31
3,19,12,-279
3,19,13,-378
3,19,14,-558
3,19,15,-856
3,19,16,-820
3,19,17,-1022
3,19,18,-938
3,19,19,379
3,19,20,618
3,19,21,529
3,19,22,348
3,19,23,-177
3,19,24,-410
3,20,1,-336
3,20,2,-346
3,20,3,-309
3,20,4,-321
3,20,5,-181
3,20,6,-16
3,20,7,447
3,20,8,-436
3,20,9,-1463
3,20,10,-1881
3,20,11,-1863
3,20,12,-2101
3,20,13,-2070
3,20,14,-2035
3,20,15,-1900
3,20,16,-1838
3,20,17,-1744
3,20,18,-1189
3,20,19,824
3,20,20,1141
3,20,21,639
3,20,22,898
3,20,23,807
3,20,24,175
3,21,1,927
3,21,2,916
3,21,3,897
3,21,4,943
3,21,5,1210
3,21,6,1892
3,21,7,2367
3,21,8,2147
3,21,9,144
3,21,10,-473
3,21,11,-463
3,21,12,-357
3,21,13,-435
3,21,14,-608
3,21,15,-735
3,21,16,-756
3,21,17,-732
3,21,18,136
3,21,19,1727
3,21,20,2047
3,21,21,2008
3,21,22,1705
3,21,23,1669
3,21,24,1215
3,22,1,270
3,22,2,98
3,22,3,213
3,22,4,185
3,22,5,362
3,22,6,1336
3,22,7,1596
3,22,8,886
3,22,9,-727
3,22,10,-1099
3,22,11,-1185
3,22,12,-1006
3,22,13,-1016
3,22,14,-594
3,22,15,-540
3,22,16,-793
3,22,17,-707
3,22,18,328
3,22,19,1786
3,22,20,1786
3,22,21,2057
3,22,22,1465
3,22,23,1258
3,22,24,1199
3,23,1,559
3,23,2,460
3,23,3,653
3,23,4,1014
3,23,5,1227
3,23,6,835
3,23,7,1556
3,23,8,1284
3,23,9,-259
3,23,10,-825
3,23,11,-890
3,23,12,-895
3,23,13,-905
3,23,14,-841
3,23,15,-604
3,23,16,-464
3,23,17,-676
3,23,18,-556
3,23,19,1054
3,23,20,1255
3,23,21,1345
3,23,22,1001
3,23,23,-63
3,23,24,277
3,24,1,986
3,24,2,614
3,24,3,536
3,24,4,602
3,24,5,851
3,24,6,1687
3,24,7,1840
3,24,8,2115
3,24,9,481
3,24,10,-343
3,24,11,-498
3,24,12,-320
3,24,13,-161
3,24,14,-350
3,24,15,-351
3,24,16,-103
3,24,17,91
3,24,18,486
3,24,19,2236
3,24,20,2217
3,24,21,2123
3,24,22,2151
3,24,23,1634
3,24,24,1987
3,25,1,1822
3,25,2,1170
3,25,3,762
3,25,4,699
3,25,5,1216
3,25,6,1406
3,25,7,2150
3,25,8,1627
3,25,9,-475
3,25,10,-552
3,25,11,-649
3,25,12,-638
3,25,13,-425
3,25,14,-345
3,25,15,-366
3,25,16,-418
3,25,17,139
3,25,18,1210
3,25,19,2030
3,25,20,2233
3,25,21,2177
3,25,22,1659
3,25,23,1019
3,25,24,1334
3,26,1,1508
3,26,2,1282
3,26,3,1117
3,26,4,1082
3,26,5,1223
3,26,6,1433
3,26,7,2391
3,26,8,1531
3,26,9,331
3,26,10,280
3,26,11,134
3,26,12,-119
3,26,13,-160
3,26,14,-197
3,26,15,-211
3,26,16,-18
3,26,17,207
3,26,18,922
3,26,19,1664
3,26,20,1475
3,26,21,1586
3,26,22,1545
3,26,23,1229
3,26,24,1188
3,27,1,828
3,27,2,743
3,27,3,806
3,27,4,743
3,27,5,759
3,27,6,753
3,27,7,838
3,27,8,768
3,27,9,-127
3,27,10,-413
3,27,11,-715
3,27,12,-818
3,27,13,-848
3,27,14,-816
3,27,15,-735
3,27,16,-555
3,27,17,-494
3,27,18,-386
3,27,19,1026
3,27,20,1147
3,27,21,1114
3,27,22,1301
3,27,23,969
3,27,24,672
3,28,1,1594
3,28,2,1377
3,28,3,1135
3,28,4,1100
3,28,5,1602
3,28,6,1065
3,28,7,2151
3,28,8,1824
3,28,9,985
3,28,10,439
3,28,11,760
3,28,12,734
3,28,13,529
3,28,14,589
3,28,15,511
3,28,16,582
3,28,17,699
3,28,18,559
3,28,19,1506
3,28,20,1216
3,28,21,991
3,28,22,602
3,28,23,234
3,28,24,711
3,29,1,314
3,29,2,102
3,29,3,251
3,29,4,336
3,29,5,360
3,29,6,325
3,29,7,846
3,29,8,958
3,29,9,-223
3,29,10,-751
3,29,11,-832
3,29,12,-929
3,29,13,-1004
3,29,14,-1121
3,29,15,-1178
3,29,16,-933
3,29,17,-992
3,29,18,-1217
3,29,19,402
3,29,20,624
3,29,21,666
3,29,22,709
3,29,23,376
3,29,24,746
3,30,1,695
3,30,2,408
3,30,3,82
3,30,4,474
3,30,5,513
3,30,6,895
3,30,7,557
3,30,8,308
3,30,9,-592
3,30,10,-795
3,30,11,-789
3,30,12,-733
3,30,13,-834
3,30,14,-1013
3,30,15,-1166
3,30,16,-1157
3,30,17,-1018
3,30,18,-982
3,30,19,103
3,30,20,49
3,30,21,62
3,30,22,-437
3,30,23,354
3,30,24,680
3,31,1,689
3,31,2,1014
3,31,3,1183
3,31,4,1240
3,31,5,1173
3,31,6,1039
3,31,7,1656
3,31,8,1389
3,31,9,197
3,31,10,-665
3,31,11,-567
3,31,12,-425
3,31,13,-332
3,31,14,-329
3,31,15,-254
3,31,16,-179
3,31,17,-320
3,31,18,-114
3,31,19,1123
3,31,20,1585
3,31,21,1487
3,31,22,1268
3,31,23,803
3,31,24,1498
4,1,1,2158
4,1,2,2055
4,1,3,1950
4,1,4,2033
4,1,5,2401
4,1,6,2319
4,1,7,2604
4,1,8,1680
4,1,9,320
4,1,10,-582
4,1,11,-125
4,1,12,-120
4,1,13,89
4,1,14,45
4,1,15,75
4,1,16,232
4,1,17,313
4,1,18,472
4,1,19,1719
4,1,20,1968
4,1,21,1973
4,1,22,1640
4,1,23,1572
4,1,24,1620
4,2,1,1677
4,2,2,1631
4,2,3,1542
4,2,4,1621
4,2,5,1706
4,2,6,1648
4,2,7,1339
4,2,8,1057
4,2,9,-129
4,2,10,-460
4,2,11,-680
4,2,12,-892
4,2,13,-1362
4,2,14,-1142
4,2,15,-968
4,2,16,-681
4,2,17,-673
4,2,18,-226
4,2,19,1383
4,2,20,1844
4,2,21,1822
4,2,22,1775
4,2,23,2214
4,2,24,2311
4,3,1,1481
4,3,2,1319
4,3,3,1356
4,3,4,1358
4,3,5,1408
4,3,6,1370
4,3,7,1063
4,3,8,453
4,3,9,-218
4,3,10,-451
4,3,11,-595
4,3,12,-923
4,3,13,-904
4,3,14,-970
4,3,15,-922
4,3,16,-889
4,3,17,-412
4,3,18,171
4,3,19,1227
4,3,20,1642
4,3,21,1712
4,3,22,1857
4,3,23,1728
4,3,24,1259
4,4,1,1055
4,4,2,970
4,4,3,881
4,4,4,906
4,4,5,856
4,4,6,1683
4,4,7,1779
4,4,8,940
4,4,9,-240
4,4,10,-46
4,4,11,-132
4,4,12,-135
4,4,13,0
4,4,14,51
4,4,15,192
4,4,16,28
4,4,17,175
4,4,18,197
4,4,19,1528
4,4,20,1694
4,4,21,1728
4,4,22,1786
4,4,23,2052
4,4,24,1856
4,5,1,1109
4,5,2,749
4,5,3,928
4,5,4,914
4,5,5,1195
4,5,6,1833
4,5,7,1988
4,5,8,1366
4,5,9,253
4,5,10,-296
4,5,11,-500
4,5,12,-894
4,5,13,-621
4,5,14,-572
4,5,15,-229
4,5,16,191
4,5,17,405
4,5,18,1220
4,5,19,1850
4,5,20,1780
4,5,21,1793
4,5,22,2085
4,5,23,2157
4,5,24,2284
4,6,1,2589
4,6,2,2402
4,6,3,2251
4,6,4,2263
4,6,5,2461
4,6,6,2721
4,6,7,2205
4,6,8,1427
4,6,9,832
4,6,10,155
4,6,11,157
4,6,12,309
4,6,13,423
4,6,14,641
4,6,15,976
4,6,16,1015
4,6,17,1100
4,6,18,1586
4,6,19,2153
4,6,20,2163
4,6,21,2119
4,6,22,2317
4,6,23,2499
4,6,24,2433
4,7,1,2383
4,7,2,2423
4,7,3,2346
4,7,4,2320
4,7,5,2482
4,7,6,2365
4,7,7,2146
4,7,8,1578
4,7,9,-83
4,7,10,-112
4,7,11,203
4,7,12,385
4,7,13,535
4,7,14,600
4,7,15,564
4,7,16,869
4,7,17,676
4,7,18,1620
4,7,19,1883
4,7,20,1819
4,7,21,1755
4,7,22,2133
4,7,23,2099
4,7,24,2245
4,8,1,2036
4,8,2,1902
4,8,3,1972
4,8,4,1877
4,8,5,1599
4,8,6,1862
4,8,7,1685
4,8,8,1326
4,8,9,670
4,8,10,-80
4,8,11,-240
4,8,12,-84
4,8,13,138
4,8,14,208
4,8,15,792
4,8,16,942
4,8,17,1897
4,8,18,2005
4,8,19,1818
4,8,20,1784
4,8,21,1932
4,8,22,2167
4,8,23,1879
4,8,24,2032
4,9,1,1940
4,9,2,1816
4,9,3,1821
4,9,4,1755
4,9,5,1794
4,9,6,1705
4,9,7,2163
4,9,8,457
4,9,9,-13
4,9,10,-455
4,9,11,-398
4,9,12,-545
4,9,13,-352
4,9,14,-386
4,9,15,-252
4,9,16,-24
4,9,17,357
4,9,18,308
4,9,19,1888
4,9,20,1898
4,9,21,1755
4,9,22,1676
4,9,23,1996
4,9,24,2123
4,10,1,1698
4,10,2,1743
4,10,3,1888
4,10,4,1884
4,10,5,1903
4,10,6,1900
4,10,7,1920
4,10,8,753
4,10,9,247
4,10,10,-301
4,10,11,-592
4,10,12,-515
4,10,13,-287
4,10,14,-365
4,10,15,-463
4,10,16,-301
4,10,17,377
4,10,18,511
4,10,19,1053
4,10,20,1574
4,10,21,1822
4,10,22,2083
4,10,23,2490
4,10,24,2600
4,11,1,2232
4,11,2,2094
4,11,3,2135
4,11,4,2067
4,11,5,2156
4,11,6,2082
4,11,7,1858
4,11,8,1171
4,11,9,549
4,11,10,284
4,11,11,205
4,11,12,106
4,11,13,33
4,11,14,-71
4,11,15,-70
4,11,16,-180
4,11,17,9
4,11,18,614
4,11,19,1033
4,11,20,1065
4,11,21,1142
4,11,22,1588
4,11,23,1948
4,11,24,2219
4,12,1,2526
4,12,2,2316
4,12,3,2326
4,12,4,2300
4,12,5,2401
4,12,6,2632
4,12,7,2008
4,12,8,1390
4,12,9,801
4,12,10,791
4,12,11,595
4,12,12,812
4,12,13,971
4,12,14,860
4,12,15,994
4,12,16,1254
4,12,17,1428
4,12,18,1204
4,12,19,1463
4,12,20,1387
4,12,21,1423
4,12,22,1767
4,12,23,2327
4,12,24,2279
4,13,1,2790
4,13,2,2825
4,13,3,2863
4,13,4,2914
4,13,5,2792
4,13,6,2463
4,13,7,1694
4,13,8,894
4,13,9,1049
4,13,10,1060
4,13,11,1189
4,13,12,1079
4,13,13,976
4,13,14,767
4,13,15,768
4,13,16,745
4,13,17,735
4,13,18,1150
4,13,19,1350
4,13,20,1372
4,13,21,1271
4,13,22,1421
4,13,23,1970
4,13,24,2013
4,14,1,1994
4,14,2,2056
4,14,3,2008
4,14,4,2019
4,14,5,2211
4,14,6,2216
4,14,7,1550
4,14,8,785
4,14,9,757
4,14,10,656
4,14,11,449
4,14,12,609
4,14,13,680
4,14,14,1246
4,14,15,1335
4,14,16,1311
4,14,17,1392
4,14,18,1282
4,14,19,1370
4,14,20,1195
4,14,21,1050
4,14,22,1088
4,14,23,1512
4,14,24,1861
4,15,1,1408
4,15,2,1393
4,15,3,1335
4,15,4,1257
4,15,5,1254
4,15,6,1845
4,15,7,1523
4,15,8,709
4,15,9,422
4,15,10,357
4,15,11,240
4,15,12,275
4,15,13,225
4,15,14,559
4,15,15,721
4,15,16,744
4,15,17,734
4,15,18,904
4,15,19,1032
4,15,20,1104
4,15,21,975
4,15,22,1007
4,15,23,1127
4,15,24,927
4,16,1,1051
4,16,2,1117
4,16,3,1064
4,16,4,1075
4,16,5,1160
4,16,6,1327
4,16,7,1678
4,16,8,1383
4,16,9,984
4,16,10,871
4,16,11,821
4,16,12,918
4,16,13,960
4,16,14,956
4,16,15,1109
4,16,16,1095
4,16,17,491
4,16,18,150
4,16,19,693
4,16,20,929
4,16,21,857
4,16,22,561
4,16,23,842
4,16,24,697
4,17,1,786
4,17,2,1715
4,17,3,1625
4,17,4,1652
4,17,5,1778
4,17,6,1806
4,17,7,1512
4,17,8,160
4,17,9,-345
4,17,10,-233
4,17,11,414
4,17,12,544
4,17,13,478
4,17,14,460
4,17,15,586
4,17,16,627
4,17,17,-84
4,17,18,-91
4,17,19,1372
4,17,20,1363
4,17,21,1344
4,17,22,1327
4,17,23,1698
4,17,24,1907
4,18,1,1896
4,18,2,1807
4,18,3,1333
4,18,4,1303
4,18,5,1948
4,18,6,2338
4,18,7,1998
4,18,8,755
4,18,9,563
4,18,10,543
4,18,11,745
4,18,12,913
4,18,13,960
4,18,14,959
4,18,15,978
4,18,16,976
4,18,17,510
4,18,18,668
4,18,19,892
4,18,20,990
4,18,21,911
4,18,22,1068
4,18,23,1329
4,18,24,1717
4,19,1,957
4,19,2,872
4,19,3,929
4,19,4,982
4,19,5,1132
4,19,6,2049
4,19,7,1625
4,19,8,838
4,19,9,241
4,19,10,170
4,19,11,106
4,19,12,541
4,19,13,604
4,19,14,739
4,19,15,869
4,19,16,941
4,19,17,1131
4,19,18,1007
4,19,19,1345
4,19,20,1177
4,19,21,1109
4,19,22,1252
4,19,23,994
4,19,24,1266
4,20,1,446
4,20,2,642
4,20,3,755
4,20,4,800
4,20,5,977
4,20,6,1181
4,20,7,835
4,20,8,355
4,20,9,45
4,20,10,60
4,20,11,-34
4,20,12,27
4,20,13,132
4,20,14,79
4,20,15,187
4,20,16,441
4,20,17,504
4,20,18,508
4,20,19,673
4,20,20,1028
4,20,21,959
4,20,22,952
4,20,23,1281
4,20,24,1067
4,21,1,1221
4,21,2,1309
4,21,3,1306
4,21,4,1266
4,21,5,1318
4,21,6,1376
4,21,7,1060
4,21,8,372
4,21,9,54
4,21,10,53
4,21,11,189
4,21,12,297
4,21,13,340
4,21,14,582
4,21,15,952
4,21,16,1141
4,21,17,941
4,21,18,645
4,21,19,608
4,21,20,634
4,21,21,798
4,21,22,832
4,21,23,1086
4,21,24,817
4,22,1,1054
4,22,2,952
4,22,3,1046
4,22,4,1073
4,22,5,1326
4,22,6,1294
4,22,7,1202
4,22,8,401
4,22,9,401
4,22,10,342
4,22,11,507
4,22,12,645
4,22,13,906
4,22,14,872
4,22,15,605
4,22,16,552
4,22,17,149
4,22,18,111
4,22,19,322
4,22,20,389
4,22,21,254
4,22,22,171
4,22,23,888
4,22,24,867
4,23,1,331
4,23,2,525
4,23,3,575
4,23,4,751
4,23,5,531
4,23,6,465
4,23,7,973
4,23,8,288
4,23,9,-365
4,23,10,-258
4,23,11,-72
4,23,12,173
4,23,13,154
4,23,14,-90
4,23,15,-353
4,23,16,-272
4,23,17,-169
4,23,18,-37
4,23,19,631
4,23,20,437
4,23,21,515
4,23,22,879
4,23,23,572
4,23,24,226
4,24,1,535
4,24,2,640
4,24,3,696
4,24,4,690
4,24,5,772
4,24,6,957
4,24,7,781
4,24,8,200
4,24,9,276
4,24,10,282
4,24,11,354
4,24,12,339
4,24,13,434
4,24,14,403
4,24,15,462
4,24,16,494
4,24,17,586
4,24,18,878
4,24,19,1550
4,24,20,1886
4,24,21,1886
4,24,22,1985
4,24,23,1717
4,24,24,845
4,25,1,790
4,25,2,744
4,25,3,706
4,25,4,744
4,25,5,1026
4,25,6,1782
4,25,7,1716
4,25,8,869
4,25,9,544
4,25,10,746
4,25,11,735
4,25,12,540
4,25,13,813
4,25,14,841
4,25,15,1250
4,25,16,1157
4,25,17,733
4,25,18,532
4,25,19,431
4,25,20,999
4,25,21,926
4,25,22,886
4,25,23,805
4,25,24,617
4,26,1,436
4,26,2,429
4,26,3,499
4,26,4,393
4,26,5,412
4,26,6,1110
4,26,7,1289
4,26,8,124
4,26,9,-327
4,26,10,-236
4,26,11,-43
4,26,12,28
4,26,13,413
4,26,14,346
4,26,15,591
4,26,16,475
4,26,17,534
4,26,18,127
4,26,19,92
4,26,20,195
4,26,21,429
4,26,22,1086
4,26,23,1133
4,26,24,480
4,27,1,169
4,27,2,14
4,27,3,41
4,27,4,177
4,27,5,326
4,27,6,471
4,27,7,944
4,27,8,202
4,27,9,70
4,27,10,17
4,27,11,-41
4,27,12,85
4,27,13,662
4,27,14,592
4,27,15,441
4,27,16,209
4,27,17,185
4,27,18,23
4,27,19,718
4,27,20,1150
4,27,21,1155
4,27,22,1269
4,27,23,731
4,27,24,206
4,28,1,163
4,28,2,266
4,28,3,426
4,28,4,514
4,28,5,653
4,28,6,1133
4,28,7,1872
4,28,8,983
4,28,9,713
4,28,10,552
4,28,11,852
4,28,12,893
4,28,13,755
4,28,14,758
4,28,15,946
4,28,16,902
4,28,17,586
4,28,18,232
4,28,19,255
4,28,20,722
4,28,21,690
4,28,22,764
4,28,23,480
4,28,24,256
4,29,1,496
4,29,2,448
4,29,3,434
4,29,4,476
4,29,5,630
4,29,6,760
4,29,7,371
4,29,8,185
4,29,9,-7
4,29,10,125
4,29,11,100
4,29,12,124
4,29,13,396
4,29,14,415
4,29,15,855
4,29,16,1106
4,29,17,1066
4,29,18,1073
4,29,19,834
4,29,20,1378
4,29,21,1351
4,29,22,345
4,29,23,354
4,29,24,340
4,30,1,360
4,30,2,584
4,30,3,639
4,30,4,676
4,30,5,761
4,30,6,734
4,30,7,732
4,30,8,911
4,30,9,577
4,30,10,135
4,30,11,-44
4,30,12,609
4,30,13,736
4,30,14,724
4,30,15,603
4,30,16,757
4,30,17,1143
4,30,18,1275
4,30,19,1579
4,30,20,1675
4,30,21,1670
4,30,22,1207
4,30,23,752
4,30,24,293
5,1,1,407
5,1,2,230
5,1,3,404
5,1,4,374
5,1,5,278
5,1,6,374
5,1,7,618
5,1,8,463
5,1,9,510
5,1,10,547
5,1,11,590
5,1,12,729
5,1,13,863
5,1,14,1002
5,1,15,992
5,1,16,1098
5,1,17,1137
5,1,18,1215
5,1,19,1572
5,1,20,1884
5,1,21,2032
5,1,22,1786
5,1,23,1037
5,1,24,39
5,2,1,345
5,2,2,321
5,2,3,413
5,2,4,266
5,2,5,195
5,2,6,605
5,2,7,228
5,2,8,-221
5,2,9,-377
5,2,10,-327
5,2,11,-230
5,2,12,-169
5,2,13,-92
5,2,14,-201
5,2,15,-30
5,2,16,222
5,2,17,315
5,2,18,413
5,2,19,1622
5,2,20,1777
5,2,21,1645
5,2,22,1519
5,2,23,876
5,2,24,209
5,3,1,243
5,3,2,397
5,3,3,404
5,3,4,460
5,3,5,380
5,3,6,535
5,3,7,862
5,3,8,254
5,3,9,329
5,3,10,116
5,3,11,208
5,3,12,523
5,3,13,525
5,3,14,420
5,3,15,498
5,3,16,384
5,3,17,336
5,3,18,389
5,3,19,1441
5,3,20,1706
5,3,21,1569
5,3,22,1598
5,3,23,1038
5,3,24,690
5,4,1,495
5,4,2,543
5,4,3,438
5,4,4,338
5,4,5,323
5,4,6,801
5,4,7,883
5,4,8,269
5,4,9,236
5,4,10,190
5,4,11,331
5,4,12,486
5,4,13,567
5,4,14,772
5,4,15,863
5,4,16,640
5,4,17,417
5,4,18,587
5,4,19,1355
5,4,20,1634
5,4,21,1440
5,4,22,1512
5,4,23,266
5,4,24,-140
5,5,1,771
5,5,2,514
5,5,3,354
5,5,4,179
5,5,5,348
5,5,6,950
5,5,7,788
5,5,8,408
5,5,9,302
5,5,10,250
5,5,11,213
5,5,12,426
5,5,13,539
5,5,14,456
5,5,15,622
5,5,16,734
5,5,17,970
5,5,18,884
5,5,19,1507
5,5,20,1428
5,5,21,1375
5,5,22,1308
5,5,23,1012
5,5,24,720
5,6,1,416
5,6,2,287
5,6,3,584
5,6,4,648
5,6,5,593
5,6,6,458
5,6,7,329
5,6,8,-213
5,6,9,-114
5,6,10,-216
5,6,11,-151
5,6,12,-96
5,6,13,-61
5,6,14,-35
5,6,15,-129
5,6,16,72
5,6,17,210
5,6,18,336
5,6,19,948
5,6,20,1330
5,6,21,1373
5,6,22,1329
5,6,23,1109
5,6,24,761
5,7,1,406
5,7,2,362
5,7,3,690
5,7,4,654
5,7,5,561
5,7,6,656
5,7,7,442
5,7,8,-11
5,7,9,-387
5,7,10,-1029
5,7,11,-1055
5,7,12,-1212
5,7,13,-1316
5,7,14,-1343
5,7,15,-1332
5,7,16,-1196
5,7,17,-1359
5,7,18,-657
5,7,19,-544
5,7,20,643
5,7,21,854
5,7,22,982
5,7,23,778
5,7,24,629
5,8,1,679
5,8,2,659
5,8,3,729
5,8,4,689
5,8,5,731
5,8,6,724
5,8,7,581
5,8,8,181
5,8,9,-206
5,8,10,-284
5,8,11,-331
5,8,12,-271
5,8,13,-178
5,8,14,-41
5,8,15,-99
5,8,16,-185
5,8,17,8
5,8,18,102
5,8,19,-100
5,8,20,521
5,8,21,554
5,8,22,143
5,8,23,303
5,8,24,389
5,9,1,451
5,9,2,374
5,9,3,365
5,9,4,623
5,9,5,509
5,9,6,442
5,9,7,198
5,9,8,-725
5,9,9,-1087
5,9,10,-1214
5,9,11,-1237
5,9,12,-1318
5,9,13,-1291
5,9,14,-1182
5,9,15,-1028
5,9,16,-1041
5,9,17,-926
5,9,18,-918
5,9,19,-297
5,9,20,791
5,9,21,681
5,9,22,912
5,9,23,697
5,9,24,245
5,10,1,246
5,10,2,249
5,10,3,-304
5,10,4,-254
5,10,5,48
5,10,6,-85
5,10,7,-3
5,10,8,-735
5,10,9,-1136
5,10,10,-1060
5,10,11,-1052
5,10,12,-1101
5,10,13,-1011
5,10,14,-1003
5,10,15,-1052
5,10,16,-1039
5,10,17,-1078
5,10,18,-1147
5,10,19,-388
5,10,20,135
5,10,21,508
5,10,22,536
5,10,23,-368
5,10,24,-544
5,11,1,-197
5,11,2,-178
5,11,3,-113
5,11,4,-121
5,11,5,-96
5,11,6,-508
5,11,7,75
5,11,8,-560
5,11,9,-744
5,11,10,-769
5,11,11,-530
5,11,12,-430
5,11,13,-452
5,11,14,-325
5,11,15,-291
5,11,16,-235
5,11,17,-382
5,11,18,-870
5,11,19,-720
5,11,20,593
5,11,21,689
5,11,22,702
5,11,23,-202
5,11,24,90
5,12,1,-103
5,12,2,-156
5,12,3,-114
5,12,4,126
5,12,5,302
5,12,6,719
5,12,7,972
5,12,8,-606
5,12,9,-922
5,12,10,-800
5,12,11,-787
5,12,12,-700
5,12,13,-790
5,12,14,-977
5,12,15,-974
5,12,16,-893
5,12,17,-724
5,12,18,-858
5,12,19,258
5,12,20,1171
5,12,21,1207
5,12,22,1211
5,12,23,363
5,12,24,-24
5,13,1,-314
5,13,2,-327
5,13,3,-190
5,13,4,-179
5,13,5,-29
5,13,6,144
5,13,7,-110
5,13,8,-837
5,13,9,-972
5,13,10,-966
5,13,11,-694
5,13,12,-556
5,13,13,-381
5,13,14,-289
5,13,15,-304
5,13,16,-48
5,13,17,-1
5,13,18,-548
5,13,19,128
5,13,20,757
5,13,21,825
