month,day,hour,energy
5,13,22,865
5,13,23,668
5,13,24,618
5,14,1,1322
5,14,2,1432
5,14,3,1213
5,14,4,1149
5,14,5,1178
5,14,6,1229
5,14,7,1037
5,14,8,-328
5,14,9,-226
5,14,10,147
5,14,11,61
5,14,12,127
5,14,13,177
5,14,14,118
5,14,15,14
5,14,16,289
5,14,17,431
5,14,18,325
5,14,19,709
5,14,20,824
5,14,21,845
5,14,22,1071
5,14,23,935
5,14,24,947
5,15,1,991
5,15,2,1184
5,15,3,1241
5,15,4,1179
5,15,5,1275
5,15,6,1175
5,15,7,906
5,15,8,-67
5,15,9,-791
5,15,10,-661
5,15,11,-323
5,15,12,-89
5,15,13,121
5,15,14,265
5,15,15,359
5,15,16,438
5,15,17,753
5,15,18,704
5,15,19,689
5,15,20,1509
5,15,21,1170
5,15,22,902
5,15,23,783
5,15,24,1063
5,16,1,1319
5,16,2,1423
5,16,3,1557
5,16,4,1403
5,16,5,1490
5,16,6,1160
5,16,7,767
5,16,8,-245
5,16,9,-518
5,16,10,-576
5,16,11,-705
5,16,12,-645
5,16,13,-519
5,16,14,-519
5,16,15,-320
5,16,16,-120
5,16,17,407
5,16,18,477
5,16,19,422
5,16,20,682
5,16,21,734
5,16,22,800
5,16,23,637
5,16,24,889
5,17,1,482
5,17,2,486
5,17,3,415
5,17,4,364
5,17,5,418
5,17,6,144
5,17,7,-396
5,17,8,-1247
5,17,9,-1130
5,17,10,-1254
5,17,11,-974
5,17,12,-859
5,17,13,-827
5,17,14,-725
5,17,15,-602
5,17,16,-296
5,17,17,-387
5,17,18,-663
5,17,19,103
5,17,20,112
5,17,21,307
5,17,22,-242
5,17,23,-704
5,17,24,-371
5,18,1,-202
5,18,2,-74
5,18,3,103
5,18,4,77
5,18,5,-16
5,18,6,-169
5,18,7,-264
5,18,8,-1036
5,18,9,-1137
5,18,10,-1058
5,18,11,-864
5,18,12,-795
5,18,13,-752
5,18,14,-761
5,18,15,-795
5,18,16,-866
5,18,17,-1009
5,18,18,-1261
5,18,19,-700
5,18,20,-639
5,18,21,-548
5,18,22,-355
5,18,23,166
5,18,24,-230
5,19,1,6
5,19,2,70
5,19,3,255
5,19,4,340
5,19,5,424
5,19,6,360
5,19,7,432
5,19,8,-223
5,19,9,-709
5,19,10,-721
5,19,11,-748
5,19,12,-512
5,19,13,-575
5,19,14,-600
5,19,15,-499
5,19,16,-504
5,19,17,-747
5,19,18,-645
5,19,19,41
5,19,20,57
5,19,21,-89
5,19,22,137
5,19,23,418
5,19,24,322
5,20,1,978
5,20,2,955
5,20,3,933
5,20,4,951
5,20,5,955
5,20,6,821
5,20,7,377
5,20,8,-726
5,20,9,-523
5,20,10,-802
5,20,11,-752
5,20,12,-687
5,20,13,-133
5,20,14,-26
5,20,15,22
5,20,16,141
5,20,17,-47
5,20,18,-472
5,20,19,452
5,20,20,437
5,20,21,411
5,20,22,481
5,20,23,725
5,20,24,1219
5,21,1,800
5,21,2,850
5,21,3,822
5,21,4,770
5,21,5,847
5,21,6,1096
5,21,7,958
5,21,8,171
5,21,9,-162
5,21,10,-206
5,21,11,-442
5,21,12,-415
5,21,13,-214
5,21,14,-199
5,21,15,18
5,21,16,168
5,21,17,-107
5,21,18,-610
5,21,19,479
5,21,20,551
5,21,21,695
5,21,22,737
5,21,23,712
5,21,24,728
5,22,1,-8
5,22,2,91
5,22,3,191
5,22,4,183
5,22,5,129
5,22,6,169
5,22,7,-48
5,22,8,-428
5,22,9,-651
5,22,10,-963
5,22,11,-791
5,22,12,-869
5,22,13,-474
5,22,14,-368
5,22,15,-367
5,22,16,-381
5,22,17,-391
5,22,18,13
5,22,19,43
5,22,20,746
5,22,21,971
5,22,22,828
5,22,23,660
5,22,24,634
5,23,1,562
5,23,2,548
5,23,3,605
5,23,4,621
5,23,5,488
5,23,6,388
5,23,7,648
5,23,8,156
5,23,9,258
5,23,10,-58
5,23,11,-322
5,23,12,-419
5,23,13,-347
5,23,14,-155
5,23,15,-178
5,23,16,-229
5,23,17,-268
5,23,18,-512
5,23,19,43
5,23,20,35
5,23,21,8
5,23,22,-193
5,23,23,-135
5,23,24,178
5,24,1,649
5,24,2,785
5,24,3,838
5,24,4,773
5,24,5,898
5,24,6,1330
5,24,7,1111
5,24,8,-314
5,24,9,-513
5,24,10,-418
5,24,11,-171
5,24,12,32
5,24,13,464
5,24,14,602
5,24,15,867
5,24,16,728
5,24,17,565
5,24,18,178
5,24,19,420
5,24,20,660
5,24,21,765
5,24,22,503
5,24,23,548
5,24,24,741
5,25,1,637
5,25,2,530
5,25,3,574
5,25,4,572
5,25,5,576
5,25,6,676
5,25,7,501
5,25,8,-459
5,25,9,-1040
5,25,10,-954
5,25,11,-831
5,25,12,-711
5,25,13,-305
5,25,14,22
5,25,15,-173
5,25,16,-36
5,25,17,374
5,25,18,348
5,25,19,351
5,25,20,334
5,25,21,206
5,25,22,720
5,25,23,558
5,25,24,779
5,26,1,478
5,26,2,365
5,26,3,272
5,26,4,309
5,26,5,553
5,26,6,889
5,26,7,1148
5,26,8,548
5,26,9,-34
5,26,10,-58
5,26,11,2
5,26,12,333
5,26,13,480
5,26,14,672
5,26,15,873
5,26,16,752
5,26,17,731
5,26,18,489
5,26,19,1299
5,26,20,843
5,26,21,853
5,26,22,776
5,26,23,781
5,26,24,1110
5,27,1,1069
5,27,2,1120
5,27,3,1050
5,27,4,1003
5,27,5,743
5,27,6,987
5,27,7,713
5,27,8,-165
5,27,9,-668
5,27,10,-1094
5,27,11,-971
5,27,12,-986
5,27,13,-1355
5,27,14,-1012
5,27,15,-872
5,27,16,-886
5,27,17,-710
5,27,18,-459
5,27,19,-355
5,27,20,75
5,27,21,134
5,27,22,207
5,27,23,297
5,27,24,649
5,28,1,906
5,28,2,960
5,28,3,977
5,28,4,1037
5,28,5,969
5,28,6,927
5,28,7,761
5,28,8,-285
5,28,9,-359
5,28,10,-530
5,28,11,-625
5,28,12,-683
5,28,13,-681
5,28,14,-680
5,28,15,-651
5,28,16,-583
5,28,17,-622
5,28,18,-497
5,28,19,-161
5,28,20,681
5,28,21,569
5,28,22,505
5,28,23,1193
5,28,24,1506
5,29,1,856
5,29,2,780
5,29,3,669
5,29,4,606
5,29,5,491
5,29,6,424
5,29,7,261
5,29,8,-807
5,29,9,-1268
5,29,10,-1252
5,29,11,-1259
5,29,12,-1194
5,29,13,-1311
5,29,14,-1257
5,29,15,-1291
5,29,16,-1128
5,29,17,-1153
5,29,18,-781
5,29,19,-277
5,29,20,-203
5,29,21,-222
5,29,22,-296
5,29,23,158
5,29,24,506
5,30,1,352
5,30,2,503
5,30,3,784
5,30,4,616
5,30,5,560
5,30,6,500
5,30,7,-289
5,30,8,-1011
5,30,9,-1328
5,30,10,-1431
5,30,11,-1459
5,30,12,-1380
5,30,13,-1121
5,30,14,-1207
5,30,15,-895
5,30,16,-871
5,30,17,-710
5,30,18,-398
5,30,19,-488
5,30,20,730
5,30,21,1148
5,30,22,957
5,30,23,1062
5,30,24,1064
5,31,1,715
5,31,2,853
5,31,3,870
5,31,4,885
5,31,5,838
5,31,6,1302
5,31,7,197
5,31,8,-500
5,31,9,-626
5,31,10,-805
5,31,11,-714
5,31,12,-698
5,31,13,-702
5,31,14,-598
5,31,15,-560
5,31,16,-413
5,31,17,-267
5,31,18,458
5,31,19,1299
5,31,20,1657
5,31,21,1709
5,31,22,1227
5,31,23,942
5,31,24,869
6,1,1,762
6,1,2,872
6,1,3,1004
6,1,4,872
6,1,5,820
6,1,6,1170
6,1,7,1667
6,1,8,977
6,1,9,527
6,1,10,333
6,1,11,355
6,1,12,571
6,1,13,600
6,1,14,823
6,1,15,1294
6,1,16,1458
6,1,17,1666
6,1,18,2316
6,1,19,2338
6,1,20,2355
6,1,21,2456
6,1,22,2263
6,1,23,1410
6,1,24,1162
6,2,1,1169
6,2,2,1332
6,2,3,1364
6,2,4,1588
6,2,5,1545
6,2,6,1579
6,2,7,1619
6,2,8,469
6,2,9,368
6,2,10,526
6,2,11,482
6,2,12,577
6,2,13,914
6,2,14,1130
6,2,15,1189
6,2,16,1621
6,2,17,1640
6,2,18,1750
6,2,19,1679
6,2,20,1776
6,2,21,1749
6,2,22,1711
6,2,23,1411
6,2,24,1214
6,3,1,1505
6,3,2,1470
6,3,3,1507
6,3,4,1480
6,3,5,1452
6,3,6,1301
6,3,7,1479
6,3,8,514
6,3,9,151
6,3,10,474
6,3,11,42
6,3,12,-100
6,3,13,93
6,3,14,392
6,3,15,727
6,3,16,991
6,3,17,1251
6,3,18,1750
6,3,19,1628
6,3,20,1416
6,3,21,1701
6,3,22,1631
6,3,23,1115
6,3,24,1176
6,4,1,1360
6,4,2,1503
6,4,3,1494
6,4,4,1578
6,4,5,1534
6,4,6,1475
6,4,7,1509
6,4,8,977
6,4,9,462
6,4,10,358
6,4,11,176
6,4,12,127
6,4,13,323
6,4,14,169
6,4,15,134
6,4,16,631
6,4,17,841
6,4,18,1193
6,4,19,1598
6,4,20,1788
6,4,21,1822
6,4,22,1902
6,4,23,1302
6,4,24,1272
6,5,1,916
6,5,2,988
6,5,3,947
6,5,4,894
6,5,5,941
6,5,6,829
6,5,7,1248
6,5,8,-109
6,5,9,-281
6,5,10,-183
6,5,11,-104
6,5,12,-170
6,5,13,-307
6,5,14,-366
6,5,15,-85
6,5,16,-53
6,5,17,26
6,5,18,418
6,5,19,602
6,5,20,509
6,5,21,579
6,5,22,593
6,5,23,-120
6,5,24,112
6,6,1,679
6,6,2,812
6,6,3,791
6,6,4,747
6,6,5,658
6,6,6,610
6,6,7,756
6,6,8,265
6,6,9,-9
6,6,10,-73
6,6,11,35
6,6,12,-27
6,6,13,-20
6,6,14,61
6,6,15,323
6,6,16,389
6,6,17,417
6,6,18,477
6,6,19,556
6,6,20,511
6,6,21,704
6,6,22,864
6,6,23,54
6,6,24,-6
6,7,1,687
6,7,2,704
6,7,3,764
6,7,4,776
6,7,5,740
6,7,6,870
6,7,7,918
6,7,8,394
6,7,9,417
6,7,10,426
6,7,11,471
6,7,12,607
6,7,13,613
6,7,14,669
6,7,15,875
6,7,16,857
6,7,17,715
6,7,18,634
6,7,19,752
6,7,20,1023
6,7,21,968
6,7,22,905
6,7,23,1147
6,7,24,910
6,8,1,989
6,8,2,972
6,8,3,912
6,8,4,794
6,8,5,579
6,8,6,707
6,8,7,1011
6,8,8,775
6,8,9,484
6,8,10,123
6,8,11,678
6,8,12,1192
6,8,13,1004
6,8,14,1047
6,8,15,953
6,8,16,974
6,8,17,1224
6,8,18,1185
6,8,19,896
6,8,20,815
6,8,21,911
6,8,22,953
6,8,23,957
6,8,24,935
6,9,1,716
6,9,2,697
6,9,3,672
6,9,4,752
6,9,5,798
6,9,6,909
6,9,7,1845
6,9,8,1948
6,9,9,1820
6,9,10,1652
6,9,11,1895
6,9,12,1810
6,9,13,1973
6,9,14,1753
6,9,15,1742
6,9,16,1760
6,9,17,1641
6,9,18,1513
6,9,19,1744
6,9,20,1662
6,9,21,1981
6,9,22,2040
6,9,23,1052
6,9,24,838
6,10,1,262
6,10,2,303
6,10,3,310
6,10,4,344
6,10,5,432
6,10,6,471
6,10,7,763
6,10,8,719
6,10,9,1005
6,10,10,1087
6,10,11,1045
6,10,12,1054
6,10,13,1226
6,10,14,1726
6,10,15,1741
6,10,16,1794
6,10,17,1703
6,10,18,1459
6,10,19,1571
6,10,20,1784
6,10,21,1843
6,10,22,1811
6,10,23,1706
6,10,24,1581
6,11,1,953
6,11,2,814
6,11,3,800
6,11,4,946
6,11,5,884
6,11,6,860
6,11,7,1230
6,11,8,1084
6,11,9,1173
6,11,10,1346
6,11,11,1319
6,11,12,1190
6,11,13,1179
6,11,14,1058
6,11,15,1141
6,11,16,1145
6,11,17,1102
6,11,18,786
6,11,19,983
6,11,20,1239
6,11,21,1200
6,11,22,1072
6,11,23,661
6,11,24,742
6,12,1,941
6,12,2,1032
6,12,3,1044
6,12,4,1044
6,12,5,940
6,12,6,925
6,12,7,1757
6,12,8,1249
6,12,9,882
6,12,10,833
6,12,11,969
6,12,12,806
6,12,13,1078
6,12,14,1094
6,12,15,1410
6,12,16,1409
6,12,17,1314
6,12,18,1388
6,12,19,1365
6,12,20,1457
6,12,21,1501
6,12,22,1403
6,12,23,635
6,12,24,566
6,13,1,633
6,13,2,584
6,13,3,599
6,13,4,536
6,13,5,595
6,13,6,676
6,13,7,401
6,13,8,468
6,13,9,437
6,13,10,379
6,13,11,333
6,13,12,691
6,13,13,622
6,13,14,722
6,13,15,663
6,13,16,543
6,13,17,636
6,13,18,564
6,13,19,662
6,13,20,591
6,13,21,251
6,13,22,30
6,13,23,263
6,13,24,148
6,14,1,-55
6,14,2,35
6,14,3,-236
6,14,4,-319
6,14,5,-122
6,14,6,116
6,14,7,930
6,14,8,607
6,14,9,533
6,14,10,117
6,14,11,426
6,14,12,507
6,14,13,511
6,14,14,756
6,14,15,657
6,14,16,559
6,14,17,155
6,14,18,256
6,14,19,384
6,14,20,337
6,14,21,414
6,14,22,452
6,14,23,360
6,14,24,422
6,15,1,445
6,15,2,547
6,15,3,606
6,15,4,660
6,15,5,667
6,15,6,845
6,15,7,1512
6,15,8,1260
6,15,9,379
6,15,10,552
6,15,11,1299
6,15,12,1114
6,15,13,1122
6,15,14,1087
6,15,15,985
6,15,16,1104
6,15,17,1197
6,15,18,1618
6,15,19,1617
6,15,20,1814
6,15,21,1813
6,15,22,1618
6,15,23,850
6,15,24,767
6,16,1,819
6,16,2,798
6,16,3,801
6,16,4,789
6,16,5,824
6,16,6,796
6,16,7,1020
6,16,8,1109
6,16,9,1047
6,16,10,862
6,16,11,999
6,16,12,1145
6,16,13,1286
6,16,14,1465
6,16,15,1510
6,16,16,1518
6,16,17,1719
6,16,18,1783
6,16,19,1476
6,16,20,1536
6,16,21,1575
6,16,22,1678
6,16,23,1244
6,16,24,1019
6,17,1,679
6,17,2,681
6,17,3,688
6,17,4,613
6,17,5,574
6,17,6,1067
6,17,7,1595
6,17,8,1226
6,17,9,1272
6,17,10,1059
6,17,11,1178
6,17,12,1060
6,17,13,1105
6,17,14,1043
6,17,15,1204
6,17,16,1369
6,17,17,1479
6,17,18,1431
6,17,19,1363
6,17,20,1379
6,17,21,1371
6,17,22,1318
6,17,23,312
6,17,24,408
6,18,1,318
6,18,2,424
6,18,3,553
6,18,4,597
6,18,5,558
6,18,6,598
6,18,7,1686
6,18,8,725
6,18,9,421
6,18,10,248
6,18,11,499
6,18,12,277
6,18,13,280
6,18,14,139
6,18,15,-225
6,18,16,52
6,18,17,54
6,18,18,879
6,18,19,876
6,18,20,820
6,18,21,926
6,18,22,931
6,18,23,739
6,18,24,623
6,19,1,72
6,19,2,-132
6,19,3,-61
6,19,4,-72
6,19,5,-115
6,19,6,6
6,19,7,648
6,19,8,-302
6,19,9,-689
6,19,10,-701
6,19,11,-584
6,19,12,-566
6,19,13,-505
6,19,14,-442
6,19,15,-342
6,19,16,-175
6,19,17,24
6,19,18,945
6,19,19,901
6,19,20,884
6,19,21,667
6,19,22,677
6,19,23,413
6,19,24,377
6,20,1,290
6,20,2,354
6,20,3,428
6,20,4,432
6,20,5,373
6,20,6,537
6,20,7,1110
6,20,8,841
6,20,9,373
6,20,10,421
6,20,11,513
6,20,12,593
6,20,13,1001
6,20,14,1409
6,20,15,1542
6,20,16,1544
6,20,17,1736
6,20,18,1874
6,20,19,1738
6,20,20,1693
6,20,21,1608
6,20,22,1618
6,20,23,1097
6,20,24,732
6,21,1,1051
6,21,2,1026
6,21,3,1121
6,21,4,1202
6,21,5,1183
6,21,6,1229
6,21,7,1816
6,21,8,1591
6,21,9,928
6,21,10,817
6,21,11,848
6,21,12,1023
6,21,13,1603
6,21,14,1632
6,21,15,1700
6,21,16,1729
6,21,17,1679
6,21,18,1978
6,21,19,2070
6,21,20,2163
6,21,21,1817
6,21,22,1916
6,21,23,832
6,21,24,1045
6,22,1,1057
6,22,2,1041
6,22,3,1163
6,22,4,1187
6,22,5,1084
6,22,6,1061
6,22,7,1186
6,22,8,1201
6,22,9,1412
6,22,10,1472
6,22,11,1505
6,22,12,1559
6,22,13,1095
6,22,14,1064
6,22,15,1118
6,22,16,1126
6,22,17,959
6,22,18,1291
6,22,19,1494
6,22,20,1433
6,22,21,1189
6,22,22,1099
6,22,23,1080
6,22,24,982
6,23,1,653
6,23,2,611
6,23,3,725
6,23,4,641
6,23,5,552
6,23,6,545
6,23,7,1629
6,23,8,1283
6,23,9,886
6,23,10,801
6,23,11,1007
6,23,12,1127
6,23,13,1251
6,23,14,1398
6,23,15,1601
6,23,16,1717
6,23,17,1699
6,23,18,1662
6,23,19,1343
6,23,20,1040
6,23,21,965
6,23,22,1233
6,23,23,77
6,23,24,646
6,24,1,798
6,24,2,902
6,24,3,935
6,24,4,1026
6,24,5,992
6,24,6,1015
6,24,7,1874
6,24,8,1238
6,24,9,964
6,24,10,927
6,24,11,798
6,24,12,952
6,24,13,1200
6,24,14,1245
6,24,15,1736
6,24,16,1429
6,24,17,1580
6,24,18,1729
6,24,19,1781
6,24,20,1820
6,24,21,1754
6,24,22,1618
6,24,23,878
6,24,24,1116
6,25,1,1143
6,25,2,903
6,25,3,813
6,25,4,-113
6,25,5,-221
6,25,6,-210
6,25,7,683
6,25,8,528
6,25,9,843
6,25,10,921
6,25,11,817
6,25,12,809
6,25,13,781
6,25,14,883
6,25,15,405
6,25,16,384
6,25,17,233
6,25,18,-161
6,25,19,77
6,25,20,-20
6,25,21,-9
6,25,22,104
6,25,23,-305
6,25,24,-236
6,26,1,84
6,26,2,256
6,26,3,275
6,26,4,256
6,26,5,256
6,26,6,209
6,26,7,452
6,26,8,326
6,26,9,502
6,26,10,420
6,26,11,564
6,26,12,584
6,26,13,733
6,26,14,601
6,26,15,749
6,26,16,1106
6,26,17,800
6,26,18,915
6,26,19,932
6,26,20,788
6,26,21,402
6,26,22,1039
6,26,23,838
6,26,24,1402
6,27,1,1478
6,27,2,1437
6,27,3,1457
6,27,4,1331
6,27,5,1224
6,27,6,1584
6,27,7,1866
6,27,8,1449
6,27,9,1417
6,27,10,1705
6,27,11,1414
6,27,12,1584
6,27,13,1477
6,27,14,1527
6,27,15,1432
6,27,16,1932
6,27,17,2019
6,27,18,2182
6,27,19,2346
6,27,20,2340
6,27,21,2089
6,27,22,2011
6,27,23,250
6,27,24,54
6,28,1,412
6,28,2,292
6,28,3,359
6,28,4,193
6,28,5,235
6,28,6,118
6,28,7,242
6,28,8,153
6,28,9,128
6,28,10,358
6,28,11,258
6,28,12,520
6,28,13,500
6,28,14,797
6,28,15,943
6,28,16,842
6,28,17,775
6,28,18,941
6,28,19,822
6,28,20,804
6,28,21,820
6,28,22,853
6,28,23,54
6,28,24,68
6,29,1,98
6,29,2,200
6,29,3,264
6,29,4,238
6,29,5,297
6,29,6,333
6,29,7,828
6,29,8,675
6,29,9,481
6,29,10,663
6,29,11,732
6,29,12,865
6,29,13,850
6,29,14,798
6,29,15,867
6,29,16,1083
6,29,17,1169
6,29,18,1066
6,29,19,1394
6,29,20,1130
6,29,21,1075
6,29,22,1049
6,29,23,564
6,29,24,525
6,30,1,656
6,30,2,908
6,30,3,763
6,30,4,781
6,30,5,814
6,30,6,871
6,30,7,1503
6,30,8,759
6,30,9,344
6,30,10,48
6,30,11,279
6,30,12,349
6,30,13,408
6,30,14,545
6,30,15,1115
6,30,16,1264
6,30,17,1779
6,30,18,1673
6,30,19,1942
6,30,20,2081
6,30,21,1788
6,30,22,1639
6,30,23,515
6,30,24,449
7,1,1,949
7,1,2,867
7,1,3,906
7,1,4,987
7,1,5,1021
7,1,6,1074
7,1,7,1532
7,1,8,978
7,1,9,326
7,1,10,471
7,1,11,817
7,1,12,1171
7,1,13,805
7,1,14,1057
7,1,15,1037
7,1,16,973
7,1,17,2179
7,1,18,1884
7,1,19,2128
7,1,20,2019
7,1,21,1918
7,1,22,1812
7,1,23,578
7,1,24,551
7,2,1,1444
7,2,2,1387
7,2,3,1355
7,2,4,1358
7,2,5,1202
7,2,6,1257
7,2,7,1156
7,2,8,716
7,2,9,440
7,2,10,510
7,2,11,603
7,2,12,756
7,2,13,797
7,2,14,697
7,2,15,840
7,2,16,769
7,2,17,900
7,2,18,1516
7,2,19,1958
7,2,20,2131
7,2,21,2074
7,2,22,1817
7,2,23,1316
7,2,24,1213
7,3,1,813
7,3,2,792
7,3,3,721
7,3,4,647
7,3,5,702
7,3,6,766
7,3,7,982
7,3,8,645
7,3,9,417
7,3,10,-17
7,3,11,-159
7,3,12,-152
7,3,13,-299
7,3,14,-253
7,3,15,-19
7,3,16,-18
7,3,17,736
7,3,18,813
7,3,19,1034
7,3,20,1659
7,3,21,1592
7,3,22,1153
7,3,23,405
7,3,24,565
7,4,1,724
7,4,2,918
7,4,3,1021
7,4,4,973
7,4,5,933
7,4,6,1011
7,4,7,1067
7,4,8,335
7,4,9,111
7,4,10,206
7,4,11,9
7,4,12,18
7,4,13,223
7,4,14,201
7,4,15,410
7,4,16,796
7,4,17,1284
7,4,18,1431
7,4,19,1784
7,4,20,2453
7,4,21,2444
7,4,22,2235
7,4,23,891
7,4,24,976
7,5,1,1071
7,5,2,1167
7,5,3,1224
7,5,4,1468
7,5,5,1410
7,5,6,1225
7,5,7,1464
7,5,8,1409
7,5,9,1193
7,5,10,1057
7,5,11,931
7,5,12,1078
7,5,13,1061
7,5,14,1130
7,5,15,1420
7,5,16,1349
7,5,17,1309
7,5,18,883
7,5,19,1058
7,5,20,1325
7,5,21,1416
7,5,22,1347
7,5,23,994
7,5,24,936
7,6,1,1030
7,6,2,1057
7,6,3,1055
7,6,4,1052
7,6,5,1111
7,6,6,1107
7,6,7,2072
7,6,8,1351
7,6,9,1176
7,6,10,1106
7,6,11,1235
7,6,12,1264
7,6,13,1218
7,6,14,1212
7,6,15,1035
7,6,16,1055
7,6,17,1619
7,6,18,1347
7,6,19,1657
7,6,20,1234
7,6,21,1194
7,6,22,1758
7,6,23,1044
7,6,24,760
7,7,1,668
7,7,2,698
7,7,3,649
7,7,4,621
7,7,5,655
7,7,6,614
7,7,7,1040
7,7,8,371
7,7,9,445
7,7,10,176
7,7,11,180
7,7,12,17
7,7,13,579
7,7,14,625
7,7,15,843
7,7,16,868
7,7,17,1063
7,7,18,1237
7,7,19,1341
7,7,20,658
7,7,21,611
7,7,22,939
7,7,23,135
7,7,24,379
7,8,1,701
7,8,2,687
7,8,3,775
7,8,4,848
7,8,5,828
7,8,6,776
7,8,7,1199
7,8,8,476
7,8,9,462
7,8,10,549
7,8,11,558
7,8,12,661
7,8,13,759
7,8,14,1074
7,8,15,1458
7,8,16,1552
7,8,17,1581
7,8,18,1542
7,8,19,1700
7,8,20,983
7,8,21,968
7,8,22,1656
7,8,23,892
7,8,24,908
7,9,1,1173
7,9,2,1298
7,9,3,1219
7,9,4,1253
7,9,5,1332
7,9,6,1304
7,9,7,1464
7,9,8,926
7,9,9,726
7,9,10,621
7,9,11,484
7,9,12,400
7,9,13,366
7,9,14,295
7,9,15,449
7,9,16,662
7,9,17,985
7,9,18,1083
7,9,19,1026
7,9,20,409
7,9,21,546
7,9,22,934
7,9,23,680
7,9,24,866
7,10,1,1009
7,10,2,925
7,10,3,1027
7,10,4,902
7,10,5,1016
7,10,6,1117
7,10,7,1339
7,10,8,1068
7,10,9,643
7,10,10,560
7,10,11,173
7,10,12,164
7,10,13,660
7,10,14,1252
7,10,15,1180
7,10,16,1473
7,10,17,1538
7,10,18,2157
7,10,19,2098
7,10,20,2010
7,10,21,1860
7,10,22,1700
7,10,23,1364
7,10,24,1351
7,11,1,1403
7,11,2,1439
7,11,3,1357
7,11,4,1295
7,11,5,1233
7,11,6,1248
7,11,7,1878
7,11,8,1348
7,11,9,1212
7,11,10,1288
7,11,11,1347
7,11,12,1396
7,11,13,1343
7,11,14,1633
7,11,15,2242
7,11,16,2424
7,11,17,2465
7,11,18,2533
7,11,19,2551
7,11,20,2588
7,11,21,2571
7,11,22,2451
7,11,23,1639
7,11,24,1287
7,12,1,536
7,12,2,439
7,12,3,428
7,12,4,457
7,12,5,506
7,12,6,724
7,12,7,1668
7,12,8,1166
7,12,9,754
7,12,10,727
7,12,11,629
7,12,12,913
7,12,13,1206
7,12,14,1139
7,12,15,2161
7,12,16,2263
7,12,17,2545
7,12,18,2576
7,12,19,2417
7,12,20,2123
7,12,21,2010
7,12,22,1675
7,12,23,474
7,12,24,169
7,13,1,160
7,13,2,210
7,13,3,198
7,13,4,265
7,13,5,228
7,13,6,50
7,13,7,87
7,13,8,277
7,13,9,32
7,13,10,66
7,13,11,42
7,13,12,-65
7,13,13,-207
7,13,14,50
7,13,15,151
7,13,16,243
7,13,17,458
7,13,18,907
7,13,19,902
7,13,20,723
7,13,21,711
7,13,22,545
7,13,23,261
7,13,24,434
7,14,1,511
7,14,2,580
7,14,3,603
7,14,4,616
7,14,5,750
7,14,6,786
7,14,7,1142
7,14,8,834
7,14,9,836
7,14,10,1230
7,14,11,1119
7,14,12,1243
7,14,13,1632
7,14,14,1710
7,14,15,2003
7,14,16,1999
7,14,17,2348
7,14,18,2239
7,14,19,2101
7,14,20,1943
7,14,21,1623
7,14,22,1416
7,14,23,809
7,14,24,742
7,15,1,766
7,15,2,379
7,15,3,377
7,15,4,362
7,15,5,307
7,15,6,452
7,15,7,1031
7,15,8,1023
7,15,9,1091
7,15,10,1166
7,15,11,1096
7,15,12,1111
7,15,13,970
7,15,14,1020
7,15,15,1319
7,15,16,1337
7,15,17,1300
7,15,18,1252
7,15,19,1013
7,15,20,1009
7,15,21,881
7,15,22,888
7,15,23,730
7,15,24,554
7,16,1,724
7,16,2,861
7,16,3,699
7,16,4,469
7,16,5,548
7,16,6,693
7,16,7,1640
7,16,8,1592
7,16,9,1220
7,16,10,1183
7,16,11,1473
7,16,12,1865
7,16,13,1944
7,16,14,1765
7,16,15,2141
7,16,16,1971
7,16,17,1868
7,16,18,1272
7,16,19,1188
7,16,20,1046
7,16,21,899
7,16,22,1015
7,16,23,682
7,16,24,506
7,17,1,425
7,17,2,498
7,17,3,509
7,17,4,520
7,17,5,466
7,17,6,505
7,17,7,986
7,17,8,957
7,17,9,785
7,17,10,742
7,17,11,856
7,17,12,970
7,17,13,1183
7,17,14,1162
7,17,15,1457
7,17,16,1298
7,17,17,1215
7,17,18,1218
7,17,19,997
7,17,20,970
7,17,21,1003
7,17,22,1011
7,17,23,474
7,17,24,573
7,18,1,883
7,18,2,952
7,18,3,1008
7,18,4,939
7,18,5,796
7,18,6,1073
7,18,7,1875
7,18,8,1847
7,18,9,1644
7,18,10,1825
7,18,11,1898
7,18,12,2077
7,18,13,2323
7,18,14,2404
7,18,15,2661
7,18,16,2700
7,18,17,2692
7,18,18,2572
7,18,19,2205
7,18,20,2139
7,18,21,2285
7,18,22,2130
7,18,23,1546
7,18,24,1513
7,19,1,1049
7,19,2,1069
7,19,3,1010
7,19,4,1013
7,19,5,1107
7,19,6,1249
7,19,7,2081
7,19,8,1828
7,19,9,2370
7,19,10,2371
7,19,11,2350
7,19,12,2246
7,19,13,2199
7,19,14,2405
7,19,15,2457
7,19,16,2276
7,19,17,2514
7,19,18,2499
7,19,19,2115
7,19,20,2100
7,19,21,2146
7,19,22,2095
7,19,23,1297
7,19,24,950
7,20,1,407
7,20,2,373
7,20,3,433
7,20,4,419
7,20,5,453
7,20,6,727
7,20,7,1725
7,20,8,1747
7,20,9,1704
7,20,10,1742
7,20,11,1838
7,20,12,2138
7,20,13,2057
7,20,14,2030
7,20,15,2330
7,20,16,2271
7,20,17,2397
7,20,18,2374
7,20,19,2430
7,20,20,2144
7,20,21,2003
7,20,22,2029
7,20,23,1296
7,20,24,1330
7,21,1,1268
7,21,2,1311
7,21,3,1064
7,21,4,1020
